id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,output_vessel
OSWN1794865,40,dry,empty,light,rail,deep_sea,export,stuff,,Mette Marit
LSBE9963535,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
ZLAT2376112,40,dry,full,medium,truck,deep_sea,export,strip,,Mette Marit
REOY4694476,20,dry,full,medium,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
URTH1962182,40,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
XJVV4835857,20,hazardous,full,light,truck,deep_sea,export,customs,,Mette Marit
BTRZ3735448,40,dry,full,light,rail,deep_sea,export,strip,,Mette Marit
UITX8686846,40,dry,full,heavy,rail,deep_sea,export,strip,,Mette Marit
RVJM9414979,20,dry,full,heavy,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
KNRC6782484,40,dry,full,heavy,truck,deep_sea,export,customs,,Mette Marit
YFPY7463487,40,dry,empty,light,rail,deep_sea,export,seal,,Mette Marit
DHSD3344738,40,dry,full,heavy,rail,deep_sea,export,washing,,Mette Marit
JJFM8891173,40,hazardous,full,light,rail,deep_sea,export,strip,,Mette Marit
DXPL9911232,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
MNHJ3467959,40,dry,empty,light,truck,deep_sea,export,washing,,Mette Marit
QCAQ6695485,20,reefer,full,light,rail,deep_sea,export,,,Mette Marit
IJHQ9212444,40,dry,full,medium,rail,deep_sea,export,customs,,Mette Marit
FHEM3594221,40,reefer,empty,light,rail,deep_sea,export,washing,,Mette Marit
ZTSG7879616,40,hazardous,full,medium,truck,deep_sea,export,,,Mette Marit
TFHH9213658,40,hazardous,full,medium,truck,deep_sea,export,strip,,Mette Marit
TKZM8153296,40,dry,full,light,truck,deep_sea,export,customs,,Mette Marit
ZFCL4642167,40,dry,empty,light,truck,deep_sea,export,washing,,Mette Marit
LWXA9114526,40,dry,full,heavy,rail,deep_sea,export,strip,,Mette Marit
YIOC4664846,40,reefer,full,medium,feeder,deep_sea,waterside_transshipment,,,Mette Marit
SNKI9162195,20,dry,full,heavy,rail,deep_sea,export,washing,,Mette Marit
BRYW1991126,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,,Mette Marit
NCNS2286164,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
KCDL9286175,40,reefer,full,heavy,truck,deep_sea,export,,,Mette Marit
TXMQ3811728,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
XOTV3213244,20,dry,full,light,truck,deep_sea,export,strip,,Mette Marit
QUOI6876524,40,dry,full,medium,rail,deep_sea,export,seal,,Mette Marit
OTMY3732933,20,dry,full,medium,rail,deep_sea,export,stuff,,Mette Marit
GWCQ2336314,40,dry,full,light,rail,deep_sea,export,,,Mette Marit
VHDK2487911,40,dry,full,heavy,rail,deep_sea,export,seal,,Mette Marit
YUZX1386656,20,reefer,full,medium,rail,deep_sea,export,,,Mette Marit
DZIW7387356,40,hazardous,empty,medium,deep_sea,deep_sea,waterside_transshipment,stuff,,Mette Marit
LNOU5238898,20,dry,empty,heavy,rail,deep_sea,export,seal,,Mette Marit
UGXE6617674,20,dry,full,medium,rail,deep_sea,export,,,Mette Marit
DADH8197588,20,dry,full,light,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
NPMV4693535,20,dry,full,medium,rail,deep_sea,export,washing,,Mette Marit
VSYQ9823319,20,dry,full,medium,rail,deep_sea,export,washing,,Mette Marit
MMGA1445496,20,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
SUGC9619691,20,hazardous,full,heavy,truck,deep_sea,export,,,Mette Marit
UIWA4349488,40,dry,full,light,truck,deep_sea,export,seal,,Mette Marit
ETVM2379317,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
AMBM8263578,40,reefer,full,light,truck,deep_sea,export,strip,,Mette Marit
IUYA5279983,20,dry,full,light,rail,deep_sea,export,washing,,Mette Marit
OBLK8362357,40,reefer,full,medium,truck,deep_sea,export,seal,,Mette Marit
AOUG5938393,40,reefer,full,light,rail,deep_sea,export,washing,,Mette Marit
SSWB1484555,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
VFSN6552451,40,dry,full,heavy,rail,deep_sea,export,washing,,Mette Marit
TUAD2919912,20,dry,full,medium,rail,deep_sea,export,strip,,Mette Marit
SCBZ3341323,40,dry,empty,light,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
IYTY1557241,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
SPZI9312866,40,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
IWAP2439735,40,reefer,full,heavy,rail,deep_sea,export,,,Mette Marit
SCMG7224776,40,dry,full,light,truck,deep_sea,export,customs,,Mette Marit
GPNV9478433,20,dry,full,medium,rail,deep_sea,export,strip,,Mette Marit
USEY5238361,40,reefer,full,heavy,rail,deep_sea,export,strip,,Mette Marit
CMWI6353873,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
SXRZ6995711,40,reefer,full,light,rail,deep_sea,export,,,Mette Marit
IJVW5173638,40,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
KLPU2376887,20,dry,empty,medium,truck,deep_sea,export,seal,,Mette Marit
YEWU5795432,40,reefer,full,light,rail,deep_sea,export,washing,,Mette Marit
WQIY4163438,40,dry,full,medium,rail,deep_sea,export,,,Mette Marit
CZDY4968791,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
ISRG9771319,20,hazardous,full,medium,rail,deep_sea,export,,,Mette Marit
CDCO6549612,20,reefer,full,light,rail,deep_sea,export,strip,,Mette Marit
UFXO1852274,40,hazardous,empty,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
HBRL1133996,20,dry,full,medium,rail,deep_sea,export,,,Mette Marit
QUDU2965384,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
YROI9215415,20,dry,full,medium,rail,deep_sea,export,stuff,,Mette Marit
KETH1897856,40,dry,full,heavy,rail,deep_sea,export,customs,,Mette Marit
VVAJ4168969,40,dry,full,light,rail,deep_sea,export,stuff,,Mette Marit
LRZA8717474,40,dry,full,light,feeder,deep_sea,waterside_transshipment,seal,,Mette Marit
XNMR4936863,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
SXMO4174566,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
VRZZ1535811,40,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
KNJJ1496982,40,reefer,full,heavy,rail,deep_sea,export,,,Mette Marit
IBVI4462538,40,reefer,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
UDQT3531558,40,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
XXVB4699563,20,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
UEDP2484818,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
YLVE6229752,20,dry,full,light,rail,deep_sea,export,stuff,,Mette Marit
RFTR2646526,20,dry,full,medium,truck,deep_sea,export,washing,,Mette Marit
AEEI6132173,40,dry,full,light,truck,deep_sea,export,customs,,Mette Marit
XFGT8776493,40,dry,empty,light,truck,deep_sea,export,strip,,Mette Marit
EMGN6577493,20,dry,full,medium,rail,deep_sea,export,customs,,Mette Marit
EOHQ8899744,40,dry,empty,heavy,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
CBMR7326669,40,dry,full,medium,rail,deep_sea,export,,,Mette Marit
VAFU4859644,40,dry,full,light,rail,deep_sea,export,,,Mette Marit
NSSG5341618,20,dry,full,medium,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
CWLE3652365,40,dry,full,heavy,rail,deep_sea,export,seal,,Mette Marit
XWMX5152836,40,reefer,empty,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
HWNJ3287848,40,dry,full,light,feeder,deep_sea,waterside_transshipment,,,Mette Marit
ZIEJ3158759,40,hazardous,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
FOPA5877428,40,dry,full,light,rail,deep_sea,export,strip,,Mette Marit
HXLA2338746,20,dry,empty,heavy,truck,deep_sea,export,strip,,Mette Marit
RDEY2894439,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
FCPT9929753,40,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
CVOO4212219,40,dry,empty,heavy,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
JFIN9745754,40,dry,full,light,rail,deep_sea,export,seal,,Mette Marit
IIBX8833326,40,reefer,full,heavy,truck,deep_sea,export,strip,,Mette Marit
LCAY1752162,40,dry,full,medium,rail,deep_sea,export,washing,,Mette Marit
GSLF5387274,40,dry,empty,heavy,truck,deep_sea,export,stuff,,Mette Marit
CLJW5721427,40,dry,empty,medium,rail,deep_sea,export,seal,,Mette Marit
RIZF6368197,40,dry,full,medium,feeder,deep_sea,waterside_transshipment,strip,,Mette Marit
OQRR4119592,40,dry,full,medium,rail,deep_sea,export,,,Mette Marit
BDSY9996152,20,dry,full,medium,rail,deep_sea,export,,,Mette Marit
ERSH4777875,20,dry,full,heavy,rail,deep_sea,export,customs,,Mette Marit
UZHF3175641,20,reefer,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
OUYH9149645,40,dry,empty,medium,rail,deep_sea,export,washing,,Mette Marit
WXVY6295975,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,strip,,Mette Marit
AOLZ9815938,20,hazardous,empty,medium,rail,deep_sea,export,washing,,Mette Marit
IXIE6725489,40,dry,full,medium,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
DIBT9186868,40,dry,full,light,rail,deep_sea,export,stuff,,Mette Marit
DAMJ3284349,40,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
EFGF3434919,40,dry,full,light,rail,deep_sea,export,washing,,Mette Marit
PLMT9331418,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
GSMH2451235,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
RGTD5888978,20,dry,empty,heavy,feeder,deep_sea,waterside_transshipment,stuff,,Mette Marit
XZLI9563977,40,dry,full,light,rail,deep_sea,export,,,Mette Marit
UQTO4898161,40,dry,empty,light,truck,deep_sea,export,customs,,Mette Marit
IVOQ7946983,40,reefer,full,light,rail,deep_sea,export,,,Mette Marit
VMQR8384652,40,dry,full,light,rail,deep_sea,export,washing,,Mette Marit
UDLQ4863448,40,reefer,empty,heavy,rail,deep_sea,export,,,Mette Marit
KDDG9819416,20,dry,full,medium,rail,deep_sea,export,seal,,Mette Marit
CANS9117569,40,dry,full,medium,truck,deep_sea,export,customs,,Mette Marit
YCOU4353665,40,hazardous,full,light,truck,deep_sea,export,,,Mette Marit
XKQE5673342,40,hazardous,full,heavy,truck,deep_sea,export,stuff,,Mette Marit
ZHUW9458113,20,dry,full,medium,truck,deep_sea,export,washing,,Mette Marit
CMNO7599772,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
VBUM7652923,40,dry,empty,medium,rail,deep_sea,export,,,Mette Marit
JCSR7698241,40,dry,empty,medium,rail,deep_sea,export,seal,,Mette Marit
EVQA2246725,40,dry,full,medium,rail,deep_sea,export,stuff,,Mette Marit
BUBW8963593,40,reefer,full,medium,rail,deep_sea,export,,,Mette Marit
YLUC2883951,40,dry,empty,light,feeder,deep_sea,waterside_transshipment,seal,,Mette Marit
RMWS4361946,20,dry,full,heavy,truck,deep_sea,export,customs,,Mette Marit
NHYM1241676,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
JNAT3555114,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
YPZZ9343482,40,dry,full,medium,rail,deep_sea,export,stuff,,Mette Marit
SKPN6633755,40,dry,full,medium,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
TMUF5482427,20,dry,full,light,rail,deep_sea,export,,,Mette Marit
DNDQ4346272,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,strip,,Mette Marit
TBFV4157955,40,dry,full,light,rail,deep_sea,export,stuff,,Mette Marit
CSIO9183676,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,,Mette Marit
MYHU4413763,40,dry,full,light,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
WMGP9934986,40,hazardous,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,,Mette Marit
AASC7362434,20,dry,full,light,rail,deep_sea,export,,,Mette Marit
GZGN4183489,40,dry,empty,light,rail,deep_sea,export,stuff,,Mette Marit
CZET5934854,40,dry,full,heavy,rail,deep_sea,export,,,Mette Marit
FBGE7832855,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
BQCB7233328,40,reefer,empty,light,rail,deep_sea,export,,,Mette Marit
EYBN1969198,20,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
ERXN4727625,40,hazardous,full,medium,truck,deep_sea,export,seal,,Mette Marit
CFCH9925857,20,dry,full,light,truck,deep_sea,export,washing,,Mette Marit
ZJAC8721255,20,dry,full,medium,rail,deep_sea,export,washing,,Mette Marit
SCVF1888429,20,reefer,full,light,feeder,deep_sea,waterside_transshipment,washing,,Mette Marit
UZJA7649291,40,dry,full,heavy,feeder,deep_sea,waterside_transshipment,stuff,,Mette Marit
MRWN2169825,20,reefer,full,medium,rail,deep_sea,export,,,Mette Marit
OXBF6285952,40,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
FQVG7333813,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
NALP6426934,40,reefer,full,light,feeder,deep_sea,waterside_transshipment,strip,,Mette Marit
WRWK5988426,40,dry,empty,medium,feeder,deep_sea,waterside_transshipment,customs,,Mette Marit
ZCSN8243168,40,reefer,full,medium,rail,deep_sea,export,,,Mette Marit
VDKE5898813,40,reefer,full,light,rail,deep_sea,export,seal,,Mette Marit
AJDF6323466,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,stuff,,Mette Marit
PDBQ4621884,40,dry,empty,medium,truck,deep_sea,export,customs,,Mette Marit
ALOJ4635477,40,reefer,full,heavy,rail,deep_sea,export,washing,,Mette Marit
ZXVY3878749,40,hazardous,full,light,rail,deep_sea,export,,,Mette Marit
EPWE8126513,20,dry,full,heavy,feeder,deep_sea,waterside_transshipment,strip,,Mette Marit
KDDB9932613,40,dry,empty,heavy,rail,deep_sea,export,washing,,Mette Marit
YXHA5494923,20,dry,full,light,rail,deep_sea,export,customs,,Mette Marit
AYKB3181221,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,,Mette Marit
MZNH4922112,20,dry,full,light,rail,deep_sea,export,stuff,,Mette Marit
XAND5443543,40,dry,full,heavy,rail,deep_sea,export,,,Mette Marit
JEXR1275858,40,hazardous,full,medium,truck,deep_sea,export,strip,,Mette Marit
EAMX9443337,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
VNGE2775574,20,reefer,full,medium,rail,deep_sea,export,washing,,Mette Marit
GLPN4499962,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
OCJR8264615,40,reefer,full,medium,rail,deep_sea,export,strip,,Mette Marit
OLZA8737555,40,dry,full,light,rail,deep_sea,export,seal,,Mette Marit
SERD5537867,40,dry,full,medium,truck,deep_sea,export,strip,,Mette Marit
YQLL6988413,40,dry,full,medium,rail,deep_sea,export,washing,,Mette Marit
HOOE1315232,40,reefer,full,light,feeder,deep_sea,waterside_transshipment,strip,,Mette Marit
KENW1678486,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,,Mette Marit
ENCH1328913,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
OMLP1537578,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
JUWH4846212,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,,Mette Marit
RDRF6257484,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,,Mette Marit
DWIX8387893,40,dry,full,light,truck,deep_sea,export,,,Mette Marit
UNMG2552869,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
NWVU9823579,40,dry,full,medium,rail,deep_sea,export,stuff,,Mette Marit
HLET7957511,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,,Mette Marit
RTDZ8724183,40,dry,empty,medium,rail,deep_sea,export,seal,,Mette Marit
TUQF2634469,40,hazardous,full,light,rail,deep_sea,export,,,Mette Marit
TVYL1223733,20,dry,full,heavy,truck,deep_sea,export,washing,,Mette Marit
XLFH1149475,20,dry,full,medium,deep_sea,rail,import,seal,Mette Marit,
FHRW6185387,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
RDRL6881167,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Mette Marit,
URVA5123718,40,dry,full,medium,deep_sea,rail,import,,Mette Marit,
RTIB9169466,40,dry,empty,medium,deep_sea,truck,import,stuff,Mette Marit,
RMQS6379327,40,dry,full,light,deep_sea,rail,import,strip,Mette Marit,
IVWP4795435,40,dry,empty,heavy,deep_sea,rail,import,strip,Mette Marit,
RUTJ1642762,20,dry,empty,medium,deep_sea,rail,import,strip,Mette Marit,
OXFE9143269,20,reefer,full,heavy,deep_sea,truck,import,seal,Mette Marit,
VKQL7478295,40,reefer,empty,medium,deep_sea,rail,import,,Mette Marit,
FFJP8332988,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Mette Marit,
VHJH9499395,20,dry,full,medium,deep_sea,rail,import,,Mette Marit,
TKRN1411253,40,dry,full,medium,deep_sea,rail,import,seal,Mette Marit,
TNXG8636945,40,dry,full,medium,deep_sea,truck,import,,Mette Marit,
IMOU5841966,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
QQIK6647483,40,dry,full,heavy,deep_sea,rail,import,stuff,Mette Marit,
FFFG1441259,40,dry,empty,medium,deep_sea,truck,import,stuff,Mette Marit,
WWPZ6199943,40,dry,full,medium,deep_sea,rail,import,stuff,Mette Marit,
LDYW1782641,40,hazardous,empty,medium,deep_sea,truck,import,stuff,Mette Marit,
MSTT2336872,20,hazardous,empty,heavy,deep_sea,truck,import,seal,Mette Marit,
UIBH8368148,40,dry,full,medium,deep_sea,rail,import,,Mette Marit,
OEFQ4913337,40,dry,full,light,deep_sea,truck,import,seal,Mette Marit,
SEMK7351796,40,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
KFZF5211647,40,dry,full,medium,deep_sea,rail,import,strip,Mette Marit,
GUMS9181171,40,reefer,full,light,deep_sea,deep_sea,waterside_transshipment,washing,Mette Marit,
EMJK4783971,40,dry,full,heavy,deep_sea,rail,import,customs,Mette Marit,
HAQQ9245732,40,reefer,full,heavy,deep_sea,deep_sea,waterside_transshipment,seal,Mette Marit,
OUPY8185636,20,dry,full,medium,deep_sea,rail,import,,Mette Marit,
CJZJ2993985,40,dry,full,light,deep_sea,rail,import,,Mette Marit,
BKPD4694329,20,reefer,full,light,deep_sea,truck,import,,Mette Marit,
PTPZ2954838,40,reefer,full,medium,deep_sea,rail,import,washing,Mette Marit,
CQXE1991973,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,stuff,Mette Marit,
KLJS1822568,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,Mette Marit,
WGMQ6557694,20,reefer,full,heavy,deep_sea,truck,import,,Mette Marit,
RWHN5855792,40,dry,full,medium,deep_sea,truck,import,,Mette Marit,
CMED4628515,20,dry,full,medium,deep_sea,truck,import,seal,Mette Marit,
YDJB9537796,20,dry,empty,heavy,deep_sea,truck,import,,Mette Marit,
ESOT7347324,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
UMUJ1867844,40,dry,full,light,deep_sea,truck,import,,Mette Marit,
PEIN5737145,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,strip,Mette Marit,
TVZW1449374,20,reefer,full,medium,deep_sea,rail,import,,Mette Marit,
PHWX1777451,20,dry,full,light,deep_sea,feeder,waterside_transshipment,washing,Mette Marit,
RSGJ4715747,20,dry,full,light,deep_sea,rail,import,customs,Mette Marit,
LOYX3975946,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Mette Marit,
UJJH2659123,40,dry,full,light,deep_sea,rail,import,,Mette Marit,
FIYA1993892,40,dry,full,heavy,deep_sea,truck,import,,Mette Marit,
MSIM8597857,20,dry,empty,medium,deep_sea,rail,import,,Mette Marit,
UKHR9343973,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
PIZR9711548,40,dry,full,medium,deep_sea,rail,import,,Mette Marit,
LOGC7516143,20,dry,full,medium,deep_sea,rail,import,,Mette Marit,
ITIZ7836164,40,dry,empty,heavy,deep_sea,truck,import,strip,Mette Marit,
RINC9218732,40,dry,empty,light,deep_sea,feeder,waterside_transshipment,seal,Mette Marit,
TMQM1155284,40,dry,full,medium,deep_sea,truck,import,seal,Mette Marit,
WICQ7472254,40,reefer,full,light,deep_sea,rail,import,stuff,Mette Marit,
LSXD7114979,40,hazardous,full,light,deep_sea,rail,import,,Mette Marit,
SSJA7993543,40,dry,full,medium,deep_sea,truck,import,washing,Mette Marit,
MNPY5695842,40,dry,full,medium,deep_sea,rail,import,,Mette Marit,
WQCZ7534779,40,reefer,empty,heavy,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
ZDBT4121461,20,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
RIAR8923924,40,dry,empty,heavy,deep_sea,rail,import,washing,Mette Marit,
IERR8471134,20,dry,full,heavy,deep_sea,rail,import,seal,Mette Marit,
RIVG7642299,40,dry,empty,medium,deep_sea,rail,import,,Mette Marit,
JRMS8251873,20,dry,full,medium,deep_sea,truck,import,,Mette Marit,
NLCZ9971346,40,hazardous,full,light,deep_sea,truck,import,washing,Mette Marit,
LNHD5173941,40,dry,full,heavy,deep_sea,rail,import,strip,Mette Marit,
YXCD9721968,40,reefer,full,light,deep_sea,rail,import,seal,Mette Marit,
YTQJ7822225,40,dry,full,light,deep_sea,rail,import,stuff,Mette Marit,
GSIL5269727,20,dry,full,light,deep_sea,rail,import,,Mette Marit,
GHMT6369247,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
MPTH5931593,40,dry,empty,medium,deep_sea,rail,import,customs,Mette Marit,
KQHX7445662,40,dry,full,heavy,deep_sea,rail,import,stuff,Mette Marit,
NOVE3583546,20,reefer,full,heavy,deep_sea,truck,import,seal,Mette Marit,
URIE8797617,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Mette Marit,
UDIE8754322,40,reefer,full,heavy,deep_sea,feeder,waterside_transshipment,customs,Mette Marit,
MTSM5166633,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,strip,Mette Marit,
DQIR5919249,20,dry,full,medium,deep_sea,truck,import,strip,Mette Marit,
NTSJ8794521,40,dry,full,medium,deep_sea,rail,import,washing,Mette Marit,
MRUR9862829,40,hazardous,full,light,deep_sea,feeder,waterside_transshipment,washing,Mette Marit,
ZTGI8367145,20,hazardous,empty,heavy,deep_sea,feeder,waterside_transshipment,seal,Mette Marit,
BMEK5426566,40,hazardous,empty,light,deep_sea,deep_sea,waterside_transshipment,strip,Mette Marit,
CHIH6917973,40,hazardous,full,medium,deep_sea,rail,import,,Mette Marit,
SCQH1526692,40,dry,full,light,deep_sea,rail,import,strip,Mette Marit,
WOXS7276669,40,hazardous,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Mette Marit,
QRKH7658614,40,reefer,empty,light,deep_sea,rail,import,seal,Mette Marit,
MDEP3942145,40,dry,full,light,deep_sea,rail,import,strip,Mette Marit,
HPPI3141188,20,dry,full,light,deep_sea,rail,import,,Mette Marit,
SGVY2233445,40,dry,full,heavy,deep_sea,truck,import,seal,Mette Marit,
BKHY9351821,40,dry,full,medium,deep_sea,rail,import,,Mette Marit,
CHCL5714421,40,dry,full,medium,deep_sea,truck,import,washing,Mette Marit,
JEGH1538121,40,dry,full,heavy,deep_sea,rail,import,,Mette Marit,
RPJP2787298,40,dry,empty,medium,deep_sea,rail,import,strip,Mette Marit,
DXVF3916365,40,dry,full,medium,deep_sea,rail,import,seal,Mette Marit,
FHEJ3174466,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
BBMA5667981,20,dry,empty,medium,deep_sea,truck,import,,Mette Marit,
OUUH8379422,40,reefer,full,medium,deep_sea,truck,import,strip,Mette Marit,
DEBO9711584,40,dry,full,heavy,deep_sea,rail,import,,Mette Marit,
TFLC2823984,20,dry,empty,light,deep_sea,rail,import,washing,Mette Marit,
GSXR7375695,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
PNUT5884153,20,dry,full,medium,deep_sea,rail,import,washing,Mette Marit,
MKYW2171233,40,dry,full,heavy,deep_sea,rail,import,,Mette Marit,
KMYM3788132,20,dry,full,heavy,deep_sea,rail,import,seal,Mette Marit,
HOAH5263527,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
WAPU6348713,40,dry,full,medium,deep_sea,truck,import,strip,Mette Marit,
VNRW5771994,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,Mette Marit,
UULY4227967,40,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Mette Marit,
IIDP2873382,40,hazardous,full,medium,deep_sea,truck,import,customs,Mette Marit,
QEHV1441877,40,dry,full,heavy,deep_sea,truck,import,seal,Mette Marit,
YYNY3459723,20,dry,full,medium,deep_sea,rail,import,washing,Mette Marit,
BQNP1768776,40,dry,full,heavy,deep_sea,rail,import,seal,Mette Marit,
YQJE3564585,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
XYVX7417214,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Mette Marit,
HMCJ1923753,40,dry,empty,light,deep_sea,rail,import,washing,Mette Marit,
QBMT3175646,40,dry,full,medium,deep_sea,rail,import,seal,Mette Marit,
KABO1859364,20,dry,full,medium,deep_sea,truck,import,seal,Mette Marit,
NAMU7672196,40,dry,full,heavy,deep_sea,rail,import,seal,Mette Marit,
WWQP2953291,40,dry,full,light,deep_sea,rail,import,washing,Mette Marit,
OEHI6984772,40,dry,full,light,deep_sea,rail,import,washing,Mette Marit,
ZYCE4252636,40,dry,full,light,deep_sea,rail,import,seal,Mette Marit,
VWIW5894871,40,reefer,empty,medium,deep_sea,rail,import,,Mette Marit,
DGNN2341395,20,reefer,empty,medium,deep_sea,truck,import,seal,Mette Marit,
EDRG7324631,40,dry,full,light,rail,deep_sea,export,,,Lighning Bulb
ZILN2421484,20,hazardous,empty,light,deep_sea,deep_sea,waterside_transshipment,,,Lighning Bulb
BOJR3433668,40,dry,full,heavy,truck,deep_sea,export,,,Lighning Bulb
IYHM7315711,40,reefer,full,light,rail,deep_sea,export,strip,,Lighning Bulb
RWVI7155472,20,dry,full,light,truck,deep_sea,export,seal,,Lighning Bulb
AKHL6958611,40,reefer,full,heavy,truck,deep_sea,export,stuff,,Lighning Bulb
