id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,input_vessel_carrier,input_vessel_liner,input_vessel_service,output_vessel,output_vessel_carrier,output_vessel_liner,output_vessel_service
KJNK8467649,20,dry,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
JTCM2973522,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
MBKU3434514,40,dry,full,medium,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
WZHK6966493,20,"dry, tank",full,heavy,deep_sea,deep_sea,waterside_transshipment,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
IAOU6738283,40,dry,empty,heavy,deep_sea,rail,import,"washing, seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
WMEP2128898,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
FJII4297911,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
WASQ5965556,40,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
IYKE3389269,20,dry,empty,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
CEDU1991483,20,dry,full,light,deep_sea,feeder,waterside_transshipment,washing,Jim Wonder,,BGF,BGGFEED,,,,
AMTX9647791,40,"dry, hazardous",empty,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
JTDB2516967,20,reefer,full,medium,deep_sea,truck,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
SNRN8961914,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
OFUV6897159,40,dry,full,heavy,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
JDEA9893555,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
UDYJ5392138,20,"dry, reefer",full,medium,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
JGRW1995922,40,dry,full,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
UWDZ6796896,20,dry,full,medium,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
VDXJ7512237,20,dry,full,medium,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
ZCOL7633211,20,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
ETXD2159246,20,"dry, reefer",full,light,deep_sea,truck,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
SVHF2853378,40,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
KCBJ1582799,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
VOEI8584994,40,dry,full,light,deep_sea,truck,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
PRNB8331722,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
YMPC9148847,40,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
WEGM2186193,20,dry,empty,light,deep_sea,truck,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
TKSM1197355,40,"dry, hazardous",full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
CPOQ3474897,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
FIBP5695864,40,"dry, tank",full,heavy,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
EWMA2148158,20,"dry, hazardous",full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
DNZL1443196,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
ANNI3252287,40,"dry, hazardous",full,light,deep_sea,deep_sea,waterside_transshipment,"washing, customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
KEOZ4277439,20,dry,full,medium,deep_sea,rail,import,"washing, seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
RWVS8454887,20,"dry, reefer",full,light,deep_sea,rail,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
QYHH4648227,20,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
FNNP3195559,20,tank,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
GVLU5531193,40,"dry, hazardous",empty,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
GRBX7752151,40,dry,full,medium,deep_sea,rail,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
ESZN7644415,20,dry,full,heavy,deep_sea,truck,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
IMID3782343,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
PILU1815277,40,dry,full,heavy,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
YDRY8289376,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
EXEF1264467,40,dry,empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
WIFB7355997,20,dry,empty,medium,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
QCFT4871388,40,dry,full,heavy,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
JSJA3648869,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
EIYO8335487,40,dry,full,light,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
AJFI2716195,40,tank,empty,medium,deep_sea,truck,import,"seal, customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
FIDT1852818,40,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
OHWF6213781,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"seal, customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
ZHIQ5894496,40,dry,full,light,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
BQIT4942378,40,dry,full,light,deep_sea,rail,import,"washing, seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
GKUN6438564,40,dry,full,medium,deep_sea,rail,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
FXNT7623731,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
FPTB7589774,40,"dry, reefer",empty,light,deep_sea,truck,import,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
HIIC8217694,40,dry,full,light,deep_sea,truck,import,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
TJNC4511652,20,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
GVSO5653563,40,dry,empty,light,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
WUFW4374886,20,dry,full,heavy,deep_sea,rail,import,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
BYZV5469571,40,"dry, reefer",full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
JIQU3281584,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
ACDD8317156,40,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
PKXX6866816,40,dry,empty,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
RVMS6992571,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
RDHC3488735,40,"dry, hazardous",full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
DAAP7473324,40,"dry, reefer",full,medium,deep_sea,deep_sea,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
QTSJ8354863,40,dry,empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
KSWK4945858,40,dry,empty,medium,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
GUEQ7613935,40,dry,full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
KIFF1754635,40,dry,full,heavy,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
XWHO6644322,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,"seal, strip",Jim Wonder,,BGF,BGGFEED,,,,
KAGE7431858,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
GABJ6899486,40,reefer,full,medium,deep_sea,feeder,waterside_transshipment,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
WEZA1856522,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
USYU3586357,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
OCSS1633731,40,"dry, reefer",empty,light,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
BDNG6874775,20,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
SKKO2627427,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
KOLC1192974,20,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
PNFO4821497,40,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
RKWA7449184,40,dry,full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
JVLN1938348,40,"dry, hazardous",full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
OUJX9268617,40,"dry, hazardous, tank",full,medium,deep_sea,deep_sea,waterside_transshipment,"customs, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
AFNY5939631,40,dry,full,light,deep_sea,feeder,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
CNXK8635421,40,dry,empty,light,deep_sea,truck,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
XLDB3593619,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
EPBY2968742,40,dry,full,medium,deep_sea,truck,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
NHDM6387581,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
GSIY9621813,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
LZCH8679226,20,"dry, reefer",full,heavy,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
JHEQ7293449,20,dry,full,light,deep_sea,truck,import,"customs, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
QGYC9255629,40,dry,full,heavy,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
FRLC3542298,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
ASNS9848111,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
IBXR1621273,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
KNTY6136251,40,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
FQBI2919846,40,"dry, hazardous",full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
RWQI6182549,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
JNDC6246747,20,dry,full,light,deep_sea,truck,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
DQNS4878474,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
UBTQ5466419,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
EUHR8485474,20,dry,full,heavy,deep_sea,rail,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
PSRJ2657888,40,dry,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
CEFF1621628,40,dry,full,heavy,deep_sea,feeder,waterside_transshipment,"customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
NMKF1197435,20,"dry, reefer",full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
NEJE5848163,20,"reefer, hazardous",full,medium,deep_sea,feeder,waterside_transshipment,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
NSMC5967734,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
EDQT1126897,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
PIBI7446674,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
EUPL1777676,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
DXDS7689371,40,dry,full,medium,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
BMKI5325848,20,dry,full,light,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
KNGG5279553,40,dry,full,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
BFIE3896315,40,"dry, reefer",empty,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
ULXG2812255,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
TQPQ2849515,40,dry,full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
SMMH8947538,20,"dry, tank",full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
OBCL1657389,40,dry,full,light,deep_sea,truck,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
KGDS3621453,20,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
RJXA4424446,40,"dry, reefer",empty,medium,deep_sea,deep_sea,waterside_transshipment,strip,Jim Wonder,,BGF,BGGFEED,,,,
IFBY9876929,20,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
QYDE4764719,40,dry,full,light,deep_sea,rail,import,"customs, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
QVTS3641579,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
WVHB2666125,20,dry,full,medium,deep_sea,truck,import,"washing, customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
RXWT5619144,20,"dry, hazardous",full,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
CKCJ6479529,40,"dry, reefer",full,light,deep_sea,truck,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
IZGX2822367,40,dry,full,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
NTJE9675523,40,dry,full,heavy,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
TOLE7986286,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
GSJO8934713,40,dry,empty,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
NECU4472191,40,dry,empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
GWUA7952891,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
FAZK2472455,40,dry,full,medium,deep_sea,rail,import,"customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
WAND8261939,40,dry,empty,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
NTUM2978456,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
DOOA1242179,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
KGCO4812847,40,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
USZF4127113,20,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
POKR4454837,20,dry,full,medium,deep_sea,truck,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
BKXT1615737,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
SGOQ2379257,20,"dry, reefer",full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
QYSQ6799133,40,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
HPUG8738414,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
GZGK3367185,40,hazardous,empty,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
SMRM7248863,20,reefer,empty,medium,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
NOBV8821599,20,"dry, reefer",full,medium,deep_sea,feeder,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
XEII8834368,40,dry,full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
FKCB3792357,40,dry,full,heavy,deep_sea,rail,import,"washing, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
PWTJ3544628,40,"reefer, tank",full,heavy,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
ULEO8658652,40,"dry, reefer",full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
ZDKH5379635,40,dry,full,medium,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
EGRA2766777,40,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
AVGG3238631,40,dry,full,light,deep_sea,rail,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
XJFG9221482,40,dry,full,medium,deep_sea,rail,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
JGKZ1264719,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,Jim Wonder,,BGF,BGGFEED,,,,
GUUE5722328,20,dry,full,medium,deep_sea,truck,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
EBZO3211625,20,"dry, hazardous",full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
SXYL9439391,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
TECZ3945735,40,dry,empty,medium,deep_sea,rail,import,"washing, customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
RMIV6323323,20,dry,full,light,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
AAJO7516355,20,"dry, reefer",empty,light,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
PQLK8475851,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
LWIX9299616,40,"dry, reefer",empty,medium,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
CCDE3594187,40,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
XLJB6162824,40,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
MRCL2168896,40,dry,full,medium,deep_sea,rail,import,"seal, customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
NSIE4655678,40,dry,full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
FTCA5631614,40,"dry, hazardous",full,heavy,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
ICZZ9226369,40,dry,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
WKWG2783554,40,dry,empty,heavy,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
WNEA7591271,40,dry,full,light,deep_sea,truck,import,"washing, customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
GEWN9979872,40,dry,full,light,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
DXPL3619782,40,"dry, reefer",full,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
LFIU2413936,20,dry,full,medium,deep_sea,rail,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
CVTQ1856925,40,dry,full,light,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
YMHX5357299,40,dry,full,heavy,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
EABX8683695,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
DIYJ7234792,20,dry,full,heavy,deep_sea,truck,import,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
VIZO8511277,40,hazardous,full,light,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
OLKC3658448,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
NEII7147797,40,dry,empty,light,deep_sea,deep_sea,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
YXDL1726518,40,dry,full,light,deep_sea,deep_sea,waterside_transshipment,"customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
IQYI4231332,40,dry,empty,medium,deep_sea,feeder,waterside_transshipment,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
TQQK6393573,40,dry,empty,light,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
PRUD1858287,20,dry,full,medium,deep_sea,rail,import,"washing, strip",Jim Wonder,,BGF,BGGFEED,,,,
BSZR6469861,40,dry,full,light,deep_sea,rail,import,"customs, strip",Jim Wonder,,BGF,BGGFEED,,,,
FYSH8971591,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
IEPX4314333,40,dry,full,light,deep_sea,truck,import,"seal, strip",Jim Wonder,,BGF,BGGFEED,,,,
MZQA3921699,40,dry,empty,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
LBQB8321345,40,"dry, hazardous",full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
SJCK6384491,40,dry,full,light,deep_sea,feeder,waterside_transshipment,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
OJUK6891549,40,dry,full,medium,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
HGNU2844382,20,"dry, tank",full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
ODHK9648486,40,dry,full,medium,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
PYJV5831342,40,hazardous,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
MWCH1597165,20,dry,full,heavy,deep_sea,truck,import,,Jim Wonder,,BGF,BGGFEED,,,,
GRIJ4939585,40,dry,full,medium,deep_sea,feeder,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
YKPH7577539,40,hazardous,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
OKHI1775851,40,dry,full,light,deep_sea,truck,import,"washing, stuff",Jim Wonder,,BGF,BGGFEED,,,,
XQPW4679468,40,dry,empty,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
GHCL8122567,40,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,"strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
GEFV7938956,20,reefer,full,light,deep_sea,truck,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
MZGP8426478,40,dry,empty,light,deep_sea,truck,import,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
NMXA6454312,40,dry,full,light,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
MMMC3617484,20,dry,empty,medium,deep_sea,deep_sea,waterside_transshipment,stuff,Jim Wonder,,BGF,BGGFEED,,,,
JFHE6758331,40,dry,full,heavy,deep_sea,rail,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
IPZI4175543,40,dry,full,light,deep_sea,rail,import,washing,Jim Wonder,,BGF,BGGFEED,,,,
AKJJ5849627,20,dry,full,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
JREV5947693,40,dry,full,medium,deep_sea,rail,import,"seal, stuff",Jim Wonder,,BGF,BGGFEED,,,,
LLLO8165862,40,"dry, reefer",full,heavy,deep_sea,truck,import,"washing, seal",Jim Wonder,,BGF,BGGFEED,,,,
FCTJ8971251,40,"dry, reefer",full,medium,deep_sea,rail,import,customs,Jim Wonder,,BGF,BGGFEED,,,,
VBIE3538884,40,dry,full,light,deep_sea,rail,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
SVBU3358298,20,dry,full,light,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
VLRC6639829,20,dry,full,medium,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
OEZX3695897,40,dry,full,medium,deep_sea,rail,import,strip,Jim Wonder,,BGF,BGGFEED,,,,
JEXR9548974,20,dry,full,medium,deep_sea,rail,import,"customs, stuff",Jim Wonder,,BGF,BGGFEED,,,,
BVLG5718282,40,dry,full,medium,deep_sea,rail,import,seal,Jim Wonder,,BGF,BGGFEED,,,,
IJSL1519568,40,dry,full,medium,deep_sea,truck,import,stuff,Jim Wonder,,BGF,BGGFEED,,,,
VFZM4898351,20,dry,full,medium,deep_sea,truck,import,"washing, strip, stuff",Jim Wonder,,BGF,BGGFEED,,,,
WSFR7897368,20,"dry, tank",full,light,deep_sea,feeder,waterside_transshipment,,Jim Wonder,,BGF,BGGFEED,,,,
QQNN1259479,40,"dry, tank",empty,medium,deep_sea,feeder,waterside_transshipment,customs,Jim Wonder,,BGF,BGGFEED,,,,
FIXV2765516,20,dry,empty,medium,deep_sea,rail,import,,Jim Wonder,,BGF,BGGFEED,,,,
FKHZ2949226,20,dry,full,heavy,deep_sea,rail,import,"seal, customs",Jim Wonder,,BGF,BGGFEED,,,,
TDGY3459827,20,dry,full,light,deep_sea,rail,import,"washing, customs",Jim Wonder,,BGF,BGGFEED,,,,
NNHY8255335,20,dry,full,light,truck,deep_sea,export,"strip, stuff",,,,,Mette Marit,,MSC,ATL
FVTJ4551463,40,"dry, reefer",full,medium,rail,deep_sea,export,customs,,,,,Mette Marit,,MSC,ATL
IGZI1646263,20,dry,full,light,rail,deep_sea,export,strip,,,,,Mette Marit,,MSC,ATL
NFDA8718571,40,"reefer, hazardous",full,medium,truck,deep_sea,export,"seal, stuff",,,,,Mette Marit,,MSC,ATL
