id,size,type,status,weight,inbound_mode,outbound_mode,direction,service,input_vessel,input_vessel_carrier,input_vessel_liner,input_vessel_service,output_vessel,output_vessel_carrier,output_vessel_liner,output_vessel_service
BHIU1351153,20,dry,empty,light,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
BZFZ3969277,20,dry,full,light,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
ICZB7911923,20,dry,full,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
TIBP7773162,20,dry,empty,medium,deep_sea,truck,import,washing,Nautilus,,BGF,BGGFEED,,,,
ZZDY1769525,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
AFYO3768553,20,dry,empty,heavy,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
URWS7965474,20,reefer,full,light,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
TRNI3977119,20,dry,full,light,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
TRJV2299572,20,dry,empty,medium,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
EDFD9271184,20,dry,full,heavy,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
YCJG1574149,20,dry,full,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
OIMM7913573,20,dry,empty,medium,deep_sea,truck,import,seal,Nautilus,,BGF,BGGFEED,,,,
NVEO6769764,20,dry,full,medium,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
YUOQ7298581,20,dry,full,heavy,deep_sea,rail,import,stuff,Nautilus,,BGF,BGGFEED,,,,
MQSF2619742,20,hazardous,full,medium,deep_sea,truck,import,washing,Nautilus,,BGF,BGGFEED,,,,
ZVKD8871141,20,dry,full,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
RCYQ8735337,20,dry,full,medium,deep_sea,rail,import,seal,Nautilus,,BGF,BGGFEED,,,,
MVWM5975519,20,hazardous,full,heavy,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
QLUZ5715918,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,stuff,Nautilus,,BGF,BGGFEED,,,,
RZUE7158852,20,dry,empty,heavy,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
AKZU4653227,20,dry,empty,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
SLJU6498832,20,dry,full,medium,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
FUMO9446422,20,dry,empty,medium,deep_sea,truck,import,stuff,Nautilus,,BGF,BGGFEED,,,,
FOYA2827499,20,dry,empty,heavy,deep_sea,deep_sea,waterside_transshipment,customs,Nautilus,,BGF,BGGFEED,,,,
MBIQ7847472,20,dry,full,medium,deep_sea,truck,import,washing,Nautilus,,BGF,BGGFEED,,,,
OQSN6192377,20,dry,full,light,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
JJXJ5815144,20,hazardous,full,medium,deep_sea,deep_sea,waterside_transshipment,seal,Nautilus,,BGF,BGGFEED,,,,
VFIP4118745,20,dry,full,light,deep_sea,rail,import,stuff,Nautilus,,BGF,BGGFEED,,,,
DCPG5166931,20,dry,full,medium,deep_sea,truck,import,customs,Nautilus,,BGF,BGGFEED,,,,
HITX5598513,20,tank,full,light,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
YSHP6546292,20,dry,full,light,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
DKSO3182866,20,dry,full,heavy,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
VOOI6817797,20,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
ETTM1657835,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
YQDG9275798,20,dry,full,light,deep_sea,feeder,waterside_transshipment,stuff,Nautilus,,BGF,BGGFEED,,,,
JVGZ8613946,20,dry,empty,light,deep_sea,truck,import,washing,Nautilus,,BGF,BGGFEED,,,,
JBTZ4558958,20,dry,full,medium,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
ZPGN6277959,20,reefer,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,Nautilus,,BGF,BGGFEED,,,,
OFQU6137581,20,dry,full,medium,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
KILM4185493,20,dry,full,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
JTXH3539398,20,dry,full,medium,deep_sea,truck,import,customs,Nautilus,,BGF,BGGFEED,,,,
SDRU8673519,20,dry,full,light,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
DCSH5921844,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,customs,Nautilus,,BGF,BGGFEED,,,,
ZYJY3688391,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,washing,Nautilus,,BGF,BGGFEED,,,,
POBC5184117,20,dry,empty,light,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
VDKP1916542,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,customs,Nautilus,,BGF,BGGFEED,,,,
KKQW4676378,20,reefer,full,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
NBDK1842429,20,dry,full,light,deep_sea,feeder,waterside_transshipment,washing,Nautilus,,BGF,BGGFEED,,,,
HPKG8445922,20,dry,full,heavy,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
JFGM7236399,20,reefer,full,light,deep_sea,truck,import,stuff,Nautilus,,BGF,BGGFEED,,,,
MTGV6571526,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
WDCX2829958,20,tank,full,light,deep_sea,deep_sea,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
COON4168229,20,dry,empty,medium,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
QBBL1674621,20,dry,empty,medium,deep_sea,truck,import,,Nautilus,,BGF,BGGFEED,,,,
MZEA1873556,20,dry,full,medium,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
ZWKD2211317,20,dry,full,light,deep_sea,rail,import,stuff,Nautilus,,BGF,BGGFEED,,,,
FFKI8546792,20,hazardous,full,heavy,deep_sea,deep_sea,waterside_transshipment,washing,Nautilus,,BGF,BGGFEED,,,,
MYGY4533359,20,dry,empty,light,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
BMNR3842897,20,dry,full,medium,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
VXBN5768452,20,dry,empty,light,deep_sea,truck,import,strip,Nautilus,,BGF,BGGFEED,,,,
GFDU4131811,20,dry,full,light,deep_sea,truck,import,seal,Nautilus,,BGF,BGGFEED,,,,
NANB7579919,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
DBHL5216257,20,dry,full,light,deep_sea,truck,import,washing,Nautilus,,BGF,BGGFEED,,,,
UHQF3133816,20,dry,empty,light,deep_sea,truck,import,customs,Nautilus,,BGF,BGGFEED,,,,
EXSP6953369,20,hazardous,full,heavy,deep_sea,rail,import,strip,Nautilus,,BGF,BGGFEED,,,,
YOCU5859824,20,tank,full,light,deep_sea,feeder,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
UUZC5628338,20,dry,full,medium,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
MFKU2196679,20,dry,full,medium,deep_sea,rail,import,washing,Nautilus,,BGF,BGGFEED,,,,
DJTB5328362,20,dry,full,light,deep_sea,rail,import,customs,Nautilus,,BGF,BGGFEED,,,,
MMEO4123252,20,dry,full,light,deep_sea,deep_sea,waterside_transshipment,seal,Nautilus,,BGF,BGGFEED,,,,
VKYM7657694,20,reefer,full,medium,deep_sea,rail,import,,Nautilus,,BGF,BGGFEED,,,,
PSDX1428498,20,dry,full,medium,deep_sea,deep_sea,waterside_transshipment,strip,Nautilus,,BGF,BGGFEED,,,,
LMGW4845341,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,Nautilus,,BGF,BGGFEED,,,,
EYDS9246387,20,dry,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
LGKF2137463,20,reefer,full,medium,feeder,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
JHJK1284587,20,dry,full,medium,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
LHCJ6394122,20,dry,full,light,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
QSVZ9254855,20,dry,full,medium,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
CPTB4949134,20,dry,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
KKTL1581838,20,dry,full,heavy,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
VOVQ5863415,20,dry,empty,light,feeder,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
EPFT6684662,20,dry,empty,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
ZJLB5176612,20,hazardous,full,medium,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
KYTS8146521,20,dry,full,heavy,feeder,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
CQZT6466812,20,dry,full,medium,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
JNSN8927479,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
HZKE6327339,20,reefer,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
BIJD6743633,20,dry,full,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
BNBZ2575994,20,hazardous,full,light,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
WNVO5666917,20,hazardous,full,heavy,feeder,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
TXDG1916823,20,dry,full,heavy,rail,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
IXOE9561226,20,dry,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
ETMQ9294931,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
QZNA2924791,20,dry,empty,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
EGVX5558545,20,dry,empty,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
OTJF4238747,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
GLJW1653216,20,dry,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
YKNX8647896,20,dry,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
WNHJ4966453,20,dry,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
YDXK1234941,20,dry,full,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
YWKN1456183,20,dry,full,light,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
YZZC9336997,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
LRRK5975614,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
LQAV7381532,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
YEFV7645618,20,dry,full,light,feeder,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
QFKL6612954,20,dry,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
TWJH1196857,20,hazardous,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
SVVR1385611,20,dry,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
OJAP9818218,20,dry,full,medium,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
KCUS1243729,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
GFOU7693682,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
ODZK7996582,20,hazardous,empty,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
GDVY8225836,20,reefer,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
EEHI8766571,20,dry,full,medium,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
OFNH3665139,20,reefer,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
UPNI4736846,20,reefer,full,medium,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
JBCC2998387,20,dry,full,light,rail,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
YQVZ7479957,20,tank,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
IRCV2486629,20,dry,full,light,feeder,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
UNPY9894416,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
HGEF5276294,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
KPFE1512286,20,dry,empty,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
ZCLY6494372,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
NVHG9853151,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
OOMP5572287,20,dry,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
DZWV3636413,20,dry,full,medium,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
NXAY9825548,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
BSBG9494193,20,dry,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
NVNO9733959,20,dry,full,light,deep_sea,feeder,waterside_transshipment,stuff,,,,,Polarstern,,XLM,ABC
OGVY7589937,20,dry,full,medium,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
QGGN9438614,20,reefer,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
EQAQ1549879,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
KSPJ9798694,20,dry,full,medium,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
ZAVR9831765,20,hazardous,full,medium,deep_sea,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
ALQT3497816,20,dry,full,medium,truck,feeder,export,strip,,,,,Polarstern,,XLM,ABC
ONQP8122645,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
ADFZ9426541,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
EDKD6943147,20,dry,empty,light,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
JLEG1411945,20,dry,full,heavy,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
CFSI3257971,20,tank,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
BVHB5443226,20,reefer,empty,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
FQJN7875613,20,dry,full,medium,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
HXSY4149661,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
VBHT8938854,20,dry,full,heavy,truck,feeder,export,customs,,,,,Polarstern,,XLM,ABC
MFOG8867929,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
XKFV6294577,20,reefer,full,medium,truck,feeder,export,customs,,,,,Polarstern,,XLM,ABC
QCMZ4338135,20,reefer,full,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
AQDZ6933392,20,dry,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
KBPC4828497,20,hazardous,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
AKEH9731159,20,hazardous,empty,light,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
IJGA1892472,20,dry,empty,heavy,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
TBUA8323825,20,dry,empty,light,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
BODT3119712,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
DOHB3288459,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
LCCO1566187,20,dry,full,light,feeder,feeder,waterside_transshipment,washing,,,,,Polarstern,,XLM,ABC
XJJQ9591278,20,dry,full,light,rail,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
IZCV8918261,20,dry,full,heavy,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
HAAG2861944,20,dry,full,light,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
ISPD9218792,20,hazardous,full,medium,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
SNDI3349826,20,tank,empty,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
TDXN2523674,20,dry,full,medium,feeder,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
ALSU3335179,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
PDMG5798659,20,reefer,full,medium,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
RLLZ6456887,20,dry,full,heavy,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
VNIM5351735,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
EWRV3218833,20,reefer,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
EMLO4228257,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
ACPN5517318,20,dry,full,medium,feeder,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
LOLC1522855,20,hazardous,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
SHXV3694922,20,hazardous,full,light,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
XFZI3276651,20,hazardous,full,medium,truck,feeder,export,strip,,,,,Polarstern,,XLM,ABC
QCRR7461745,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
FOQR6427799,20,dry,empty,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
RECQ5573588,20,dry,empty,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
FYSH5542595,20,dry,empty,light,feeder,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
NMVO9794352,20,reefer,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
GQJU1866754,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
NRCR6346875,20,dry,empty,light,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
LNER2452416,20,dry,full,medium,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
SAAY9539651,20,dry,full,medium,truck,feeder,export,strip,,,,,Polarstern,,XLM,ABC
FRCA3463754,20,hazardous,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
IXOT6664128,20,dry,full,light,deep_sea,feeder,waterside_transshipment,stuff,,,,,Polarstern,,XLM,ABC
JGND3685599,20,dry,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
TSMU6342285,20,reefer,full,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
JLKI9766726,20,dry,full,light,truck,feeder,export,strip,,,,,Polarstern,,XLM,ABC
GQYR7666241,20,hazardous,empty,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
RHQG1662258,20,reefer,full,medium,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
VCZV9631429,20,dry,empty,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
AWZE9329743,20,dry,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
GLFQ6689314,20,hazardous,full,medium,feeder,feeder,waterside_transshipment,washing,,,,,Polarstern,,XLM,ABC
RNDA5689595,20,dry,full,light,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
NASI1282166,20,dry,full,light,rail,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
ACWH9737866,20,reefer,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
JAVF9753295,20,dry,empty,medium,deep_sea,feeder,waterside_transshipment,washing,,,,,Polarstern,,XLM,ABC
CSYA4449978,20,hazardous,full,heavy,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
ELXH8832627,20,reefer,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
AVXN7331439,20,dry,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
LNWT6699139,20,dry,full,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
DAQA5328948,20,dry,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
EZSY3789129,20,dry,empty,heavy,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
KEXQ3612237,20,dry,full,medium,rail,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
PERB4242531,20,dry,full,heavy,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
AVEZ8323441,20,dry,empty,light,truck,feeder,export,strip,,,,,Polarstern,,XLM,ABC
KAKW6759646,20,dry,empty,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
VJQI1516142,20,dry,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
STKF1285592,20,dry,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
CDXU3148436,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,stuff,,,,,Polarstern,,XLM,ABC
FASH5463465,20,reefer,full,heavy,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
UOVB9618818,20,dry,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
ZWCY6226821,20,reefer,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
XZBN1342426,20,reefer,empty,heavy,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
MWCN8269676,20,dry,full,medium,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
JUKD7831134,20,reefer,full,light,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
KOHX8676169,20,dry,full,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
AQIP3913444,20,dry,full,heavy,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
JUVX1159213,20,dry,full,heavy,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
NPLB5836854,20,tank,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
KUYQ8557119,20,dry,empty,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
BBOK1621231,20,tank,full,light,feeder,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
IUVF9314878,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,seal,,,,,Polarstern,,XLM,ABC
PMVU6849515,20,dry,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
NBPH9599441,20,tank,empty,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
GBQM9915755,20,dry,full,medium,feeder,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
OPRB3169468,20,dry,empty,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
FITJ5275137,20,dry,empty,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
FQGD6179149,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
MYGB1288964,20,hazardous,full,light,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
PAHL8989899,20,hazardous,full,medium,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
QQCX8282251,20,dry,full,light,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
UPBI3613757,20,dry,full,heavy,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
GLOY5899518,20,dry,full,heavy,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
QTDO7222432,20,dry,full,medium,feeder,feeder,waterside_transshipment,washing,,,,,Polarstern,,XLM,ABC
FKGU8463487,20,dry,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
FLEK6965293,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
RDGV4814379,20,dry,full,light,deep_sea,feeder,waterside_transshipment,washing,,,,,Polarstern,,XLM,ABC
SBQO8652533,20,dry,full,light,truck,feeder,export,seal,,,,,Polarstern,,XLM,ABC
KYYM2568871,20,dry,full,medium,feeder,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
DTID1968185,20,dry,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
CRUQ4181748,20,dry,full,heavy,feeder,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
TZLK2867891,20,dry,full,light,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
JTHG4493726,20,dry,full,medium,truck,feeder,export,stuff,,,,,Polarstern,,XLM,ABC
VLUY3625678,20,reefer,full,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
OQJA3444947,20,dry,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
KOTT2687375,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,strip,,,,,Polarstern,,XLM,ABC
ASVW3325322,20,dry,full,light,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
LMZN7741134,20,dry,full,light,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
CGTJ7158518,20,dry,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
CABO2738877,20,reefer,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
GNMB7516987,20,dry,full,light,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
FVXF4529692,20,dry,full,heavy,truck,feeder,export,,,,,,Polarstern,,XLM,ABC
UADI9386265,20,dry,full,light,rail,feeder,export,customs,,,,,Polarstern,,XLM,ABC
WZIH6314243,20,dry,full,heavy,rail,feeder,export,strip,,,,,Polarstern,,XLM,ABC
LVTP3944166,20,dry,full,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
RXXG9481664,20,dry,full,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
XRYB4168147,20,dry,empty,light,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
ZCTQ2331279,20,dry,empty,medium,rail,feeder,export,seal,,,,,Polarstern,,XLM,ABC
WVJR8365678,20,dry,full,medium,deep_sea,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
GPQH2394563,20,dry,full,medium,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
UXVL3948996,20,dry,empty,heavy,rail,feeder,export,washing,,,,,Polarstern,,XLM,ABC
RXXS9795244,20,dry,full,medium,rail,feeder,export,,,,,,Polarstern,,XLM,ABC
BEWV5794575,20,dry,full,light,deep_sea,feeder,waterside_transshipment,customs,,,,,Polarstern,,XLM,ABC
QERQ2228593,20,hazardous,full,medium,truck,feeder,export,washing,,,,,Polarstern,,XLM,ABC
MESK6928723,20,dry,empty,light,feeder,feeder,waterside_transshipment,stuff,,,,,Polarstern,,XLM,ABC
CZXR7632361,20,dry,full,medium,feeder,feeder,waterside_transshipment,,,,,,Polarstern,,XLM,ABC
