Dataset;Name;"Time IN";"Time OUT";Size;Status;Type;Service;Direction;Weight;"Mode IN";"Mode OUT";"Carrier IN";"Carrier OUT";"Service IN";"Service OUT";"Liner IN";"Liner OUT";Position;PoD;Block;X1;X2;Y1;Y2;Z1;Z2
Advanced;SOYT7542784;"2023-09-28 17:23:00";"2023-10-05 10:30:00";"40ft (feu)";full;hazardous;"washing, seal";export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HQYM4185239;"2023-10-03 14:49:00";"2023-10-05 12:27:00";"40ft (feu)";full;tank;;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HYVX6652789;"2023-09-28 19:40:00";"2023-10-05 11:37:00";"20ft (teu)";full;dry;strip;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TLMT4871639;"2023-09-27 19:15:00";"2023-10-05 07:50:00";"40ft (feu)";full;dry;;export;heavy;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XECW2557533;"2023-10-01 19:44:00";"2023-10-05 11:32:00";"40ft (feu)";full;dry;stuff;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZWQD6126658;"2023-10-04 01:09:00";"2023-10-05 06:16:00";"40ft (feu)";full;dry;seal;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;DUZG1759795;"2023-09-29 14:33:00";"2023-10-05 03:38:00";"20ft (teu)";full;dry;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;BSGE4888817;"2023-09-21 09:55:00";"2023-10-05 20:16:00";"40ft (feu)";full;reefer;customs;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QOIQ8894579;"2023-10-03 07:42:00";"2023-10-05 11:56:00";"40ft (feu)";empty;dry;washing;"ws ts";heavy;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZGSK6723579;"2023-10-02 21:32:00";"2023-10-05 13:24:00";"20ft (teu)";full;dry;;export;heavy;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YSTA3924378;"2023-09-24 05:27:00";"2023-10-05 02:53:00";"20ft (teu)";full;dry;stuff;"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;CYII4643494;"2023-09-27 06:11:00";"2023-10-05 03:13:00";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;WLQJ9612466;"2023-10-04 01:03:00";"2023-10-05 09:54:00";"20ft (teu)";full;dry;washing;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;JISQ7118117;"2023-09-30 21:28:00";"2023-10-05 15:07:00";"40ft (feu)";full;dry;washing;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;UPGL1726799;"2023-10-01 04:01:00";"2023-10-05 04:09:00";"40ft (feu)";full;"dry, reefer";"washing, seal, customs, strip";export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OWOF6167819;"2023-09-25 05:06:00";"2023-10-05 16:41:00";"40ft (feu)";full;hazardous;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;NQWR7865236;"2023-09-25 07:12:00";"2023-10-05 17:35:00";"40ft (feu)";full;dry;stuff;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZPQM8733579;"2023-10-02 18:33:00";"2023-10-05 08:55:00";"40ft (feu)";full;dry;customs;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;WAKQ2816964;"2023-10-01 16:57:00";"2023-10-05 12:33:00";"40ft (feu)";full;"dry, reefer";stuff;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MYDI6919181;"2023-09-20 10:54:00";"2023-10-05 15:00:00";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YDJF7535227;"2023-09-29 01:33:00";"2023-10-05 14:30:00";"40ft (feu)";full;"dry, reefer";washing;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QLSR7652789;"2023-09-30 02:39:00";"2023-10-05 06:49:00";"40ft (feu)";full;dry;"customs, strip, stuff";"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HRUU2884312;"2023-10-01 00:51:00";"2023-10-05 16:43:00";"20ft (teu)";full;dry;;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;CRLB5784359;"2023-10-01 01:25:00";"2023-10-05 07:04:00";"40ft (feu)";full;"dry, tank";;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AMUC9652382;"2023-10-03 09:33:00";"2023-10-05 05:58:00";"40ft (feu)";full;"dry, reefer";seal;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;NKFY5194287;"2023-09-23 22:16:00";"2023-10-05 21:15:00";"20ft (teu)";empty;reefer;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ECFE3158124;"2023-09-26 23:24:00";"2023-10-05 08:05:00";"40ft (feu)";full;dry;;export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;CQDF5193471;"2023-10-03 14:50:00";"2023-10-05 04:02:00";"20ft (teu)";empty;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;KRQT2896327;"2023-09-26 20:04:00";"2023-10-05 11:23:00";"40ft (feu)";full;"dry, tank";;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;RRXY5489595;"2023-09-29 01:56:00";"2023-10-05 03:28:00";"20ft (teu)";full;dry;strip;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ABWF6172956;"2023-09-28 22:03:00";"2023-10-05 03:36:00";"20ft (teu)";full;"dry, hazardous";"customs, stuff";"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OOHU9721351;"2023-09-28 03:45:00";"2023-10-05 16:38:00";"20ft (teu)";full;tank;"seal, customs";export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;LOUL7471242;"2023-09-27 22:14:00";"2023-10-05 11:38:00";"40ft (feu)";full;dry;customs;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;KMKH6186317;"2023-10-03 23:23:00";"2023-10-05 13:21:00";"40ft (feu)";full;dry;strip;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MVSP2745777;"2023-10-02 02:54:00";"2023-10-05 21:01:00";"40ft (feu)";full;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HYXO9142926;"2023-09-25 05:41:00";"2023-10-05 09:59:00";"40ft (feu)";full;dry;strip;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZXKA9775698;"2023-09-27 00:41:00";"2023-10-05 19:52:00";"40ft (feu)";empty;"dry, reefer";strip;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;STQU3921671;"2023-09-29 15:50:00";"2023-10-05 09:53:00";"40ft (feu)";full;reefer;;export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AJIO1433691;"2023-09-28 03:33:00";"2023-10-05 14:31:00";"20ft (teu)";full;dry;customs;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;WQSE6264326;"2023-09-23 12:18:00";"2023-10-05 11:04:00";"40ft (feu)";full;dry;stuff;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TWIU5569331;"2023-09-23 11:15:00";"2023-10-05 10:44:00";"40ft (feu)";empty;"dry, reefer, hazardous";;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;WLJL6145153;"2023-09-21 00:55:00";"2023-10-05 06:19:00";"40ft (feu)";full;dry;customs;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ELEP3259396;"2023-09-30 04:53:00";"2023-10-05 11:49:00";"40ft (feu)";full;dry;"washing, customs";"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MHAA2439874;"2023-09-28 08:15:00";"2023-10-05 05:27:00";"40ft (feu)";full;dry;"washing, stuff";"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;BVSM8291294;"2023-09-22 23:34:00";"2023-10-05 10:14:00";"40ft (feu)";full;dry;washing;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MNVQ7336472;"2023-09-22 11:44:00";"2023-10-05 10:45:00";"40ft (feu)";full;dry;customs;export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MQNJ9829323;"2023-10-05 00:35:00";"2023-10-05 21:15:00";"40ft (feu)";full;dry;"strip, stuff";export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HPZX5943734;"2023-10-02 17:13:00";"2023-10-05 10:41:00";"40ft (feu)";empty;tank;seal;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;RZTM2737252;"2023-09-28 05:23:00";"2023-10-05 08:12:00";"40ft (feu)";full;"dry, reefer";;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MMZK5653417;"2023-10-03 20:12:00";"2023-10-05 13:07:00";"20ft (teu)";full;dry;seal;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;FXMC6819192;"2023-09-20 11:18:00";"2023-10-05 20:02:00";"40ft (feu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MODT7996643;"2023-10-03 01:13:00";"2023-10-05 15:39:00";"40ft (feu)";full;dry;"washing, stuff";"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MLIG6318229;"2023-09-26 10:23:00";"2023-10-05 17:36:00";"40ft (feu)";full;dry;"seal, customs, strip";export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YGDK8728359;"2023-10-04 18:27:00";"2023-10-05 18:33:00";"40ft (feu)";full;dry;"washing, strip";export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AXFX8712362;"2023-09-25 00:14:00";"2023-10-05 06:02:00";"20ft (teu)";empty;reefer;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;VFNC3659911;"2023-09-25 10:56:00";"2023-10-05 04:51:00";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OTTB2367933;"2023-09-26 09:08:00";"2023-10-05 18:41:00";"40ft (feu)";full;"dry, reefer";customs;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;DSXQ1416662;"2023-10-04 00:07:00";"2023-10-05 04:43:00";"40ft (feu)";full;dry;strip;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;VANX2845345;"2023-10-02 08:12:00";"2023-10-05 10:24:00";"20ft (teu)";full;"dry, tank";;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;VHWG8187942;"2023-09-25 02:07:00";"2023-10-05 14:58:00";"40ft (feu)";full;dry;stuff;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GRCI3681546;"2023-09-20 22:57:00";"2023-10-05 04:21:00";"20ft (teu)";full;dry;stuff;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AIWA7222751;"2023-09-28 10:18:00";"2023-10-05 19:17:00";"20ft (teu)";full;dry;;export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XEGB5556778;"2023-09-23 00:46:00";"2023-10-05 14:44:00";"20ft (teu)";full;dry;customs;"ws ts";heavy;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GBIT2138328;"2023-09-20 15:09:00";"2023-10-05 07:07:00";"20ft (teu)";full;dry;strip;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TSZC1825454;"2023-09-30 15:36:00";"2023-10-05 07:49:00";"20ft (teu)";empty;dry;customs;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;BZJP1629212;"2023-09-21 21:40:00";"2023-10-05 19:43:00";"40ft (feu)";full;reefer;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;PFBL2664817;"2023-09-24 05:32:00";"2023-10-05 17:43:00";"20ft (teu)";full;"dry, hazardous";seal;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ITOB2916639;"2023-09-25 15:26:00";"2023-10-05 07:19:00";"40ft (feu)";full;hazardous;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QQHJ9348297;"2023-09-25 14:08:00";"2023-10-05 11:02:00";"40ft (feu)";full;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;LMLP3461568;"2023-09-22 01:36:00";"2023-10-05 14:07:00";"40ft (feu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ULUK2159527;"2023-10-02 22:46:00";"2023-10-05 06:43:00";"40ft (feu)";full;dry;"customs, stuff";export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;FLYT5924224;"2023-09-29 13:56:00";"2023-10-05 04:15:00";"20ft (teu)";full;"dry, hazardous";;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YOLV6266812;"2023-09-28 06:41:00";"2023-10-05 17:06:00";"40ft (feu)";empty;dry;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;WEGY6273667;"2023-10-03 03:01:00";"2023-10-05 16:49:00";"40ft (feu)";empty;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;EWOX3212148;"2023-09-26 14:58:00";"2023-10-05 06:35:00";"40ft (feu)";full;dry;seal;"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;RWQH1377437;"2023-10-02 03:36:00";"2023-10-05 07:42:00";"40ft (feu)";full;dry;washing;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;FXPX9124492;"2023-10-02 23:38:00";"2023-10-05 05:53:00";"40ft (feu)";full;"dry, reefer";seal;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GCLF5148658;"2023-10-02 21:03:00";"2023-10-05 05:05:00";"40ft (feu)";full;reefer;;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XWYL7221413;"2023-09-22 23:09:00";"2023-10-05 06:30:00";"40ft (feu)";full;dry;;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;BEGV2294659;"2023-09-23 17:15:00";"2023-10-05 02:56:00";"20ft (teu)";full;tank;strip;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TYFN3975245;"2023-09-24 11:42:00";"2023-10-05 14:09:00";"40ft (feu)";empty;dry;stuff;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;BWDK1259858;"2023-09-25 20:57:00";"2023-10-05 02:27:00";"40ft (feu)";full;"dry, reefer";seal;export;heavy;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QZRE6359286;"2023-10-03 05:25:00";"2023-10-05 03:56:00";"20ft (teu)";full;"dry, reefer";stuff;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GFDH2197997;"2023-10-02 18:14:00";"2023-10-05 02:51:00";"40ft (feu)";full;dry;"seal, strip";export;heavy;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MQFQ2188974;"2023-10-01 03:00:00";"2023-10-05 19:03:00";"40ft (feu)";full;reefer;customs;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;NKEI2414425;"2023-09-20 18:45:00";"2023-10-05 19:31:00";"40ft (feu)";full;dry;washing;"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XEVX2883697;"2023-09-21 08:43:00";"2023-10-05 05:48:00";"40ft (feu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;NGYS4812761;"2023-09-26 00:28:00";"2023-10-05 13:31:00";"40ft (feu)";full;dry;seal;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AHLY5162312;"2023-10-03 14:21:00";"2023-10-05 12:04:00";"20ft (teu)";full;dry;"washing, seal";export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YPIF4381458;"2023-09-30 20:24:00";"2023-10-05 18:39:00";"20ft (teu)";empty;"dry, hazardous";;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TYAG1529633;"2023-09-26 06:02:00";"2023-10-05 15:15:00";"20ft (teu)";full;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;EWYG1366928;"2023-10-04 12:33:00";"2023-10-05 07:13:00";"40ft (feu)";empty;dry;;export;heavy;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;UHHH4981336;"2023-10-01 05:58:00";"2023-10-05 10:38:00";"20ft (teu)";full;dry;seal;"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ASSI8388713;"2023-09-27 21:57:00";"2023-10-05 04:49:00";"40ft (feu)";full;dry;"customs, stuff";"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;UQAA7456279;"2023-09-29 09:37:00";"2023-10-05 17:22:00";"20ft (teu)";full;dry;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;RMSN2112439;"2023-09-23 11:58:00";"2023-10-05 11:03:00";"40ft (feu)";empty;dry;"seal, strip, stuff";export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;DOGW6283198;"2023-09-26 13:33:00";"2023-10-05 18:18:00";"20ft (teu)";empty;dry;stuff;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;PNJG1128796;"2023-09-22 19:15:00";"2023-10-05 03:35:00";"40ft (feu)";full;dry;stuff;"ws ts";heavy;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TVVQ9552253;"2023-09-26 16:50:00";"2023-10-05 15:56:00";"40ft (feu)";full;dry;"washing, seal, customs, stuff";export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XTIK5539372;"2023-09-23 14:16:00";"2023-10-05 11:11:00";"40ft (feu)";empty;dry;stuff;"ws ts";heavy;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;SCNY6358717;"2023-09-21 11:46:00";"2023-10-05 14:28:00";"40ft (feu)";full;dry;"strip, stuff";export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MXXO3793412;"2023-09-21 21:10:00";"2023-10-05 02:27:00";"40ft (feu)";full;dry;seal;"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;CVTG3113295;"2023-09-21 08:13:00";"2023-10-05 06:51:00";"20ft (teu)";full;hazardous;"washing, strip";export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XHNR4641443;"2023-09-24 06:23:00";"2023-10-05 17:38:00";"40ft (feu)";empty;dry;;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OUHX1753847;"2023-10-03 03:11:00";"2023-10-05 05:19:00";"40ft (feu)";full;"dry, reefer";;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;CGGT1478925;"2023-10-04 16:22:00";"2023-10-05 08:06:00";"40ft (feu)";empty;dry;washing;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZIRI8818864;"2023-09-27 09:07:00";"2023-10-05 18:59:00";"40ft (feu)";empty;"dry, reefer";strip;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MIYR4755363;"2023-10-01 05:38:00";"2023-10-05 15:29:00";"40ft (feu)";full;dry;washing;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XPGH2935649;"2023-09-25 18:55:00";"2023-10-05 07:55:00";"40ft (feu)";full;dry;"seal, stuff";export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;DENP1573811;"2023-09-24 16:41:00";"2023-10-05 12:16:00";"40ft (feu)";full;dry;"seal, strip";export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZNYP7428934;"2023-09-28 15:55:00";"2023-10-05 10:58:00";"40ft (feu)";full;"dry, reefer";washing;"ws ts";heavy;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XMHS6489864;"2023-10-04 10:30:00";"2023-10-05 16:22:00";"40ft (feu)";full;dry;;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;PIWH1956532;"2023-09-27 06:28:00";"2023-10-05 14:11:00";"40ft (feu)";full;dry;"seal, strip";"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;TSLN3446818;"2023-09-26 22:20:00";"2023-10-05 10:01:00";"40ft (feu)";full;dry;stuff;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OUBL1323671;"2023-09-23 11:47:00";"2023-10-05 16:15:00";"20ft (teu)";full;dry;stuff;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;MSAV1384136;"2023-09-22 15:47:00";"2023-10-05 18:26:00";"40ft (feu)";empty;dry;strip;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GFXM2812413;"2023-10-04 06:17:00";"2023-10-05 04:44:00";"20ft (teu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;KLBB8594829;"2023-09-30 10:07:00";"2023-10-05 17:40:00";"40ft (feu)";full;dry;customs;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;GKHM7143543;"2023-10-04 07:26:00";"2023-10-05 15:09:00";"40ft (feu)";full;dry;washing;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;NOMK9456677;"2023-09-29 07:39:00";"2023-10-05 11:24:00";"40ft (feu)";full;dry;washing;"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XJXP8131659;"2023-09-28 06:12:00";"2023-10-05 14:31:00";"20ft (teu)";empty;reefer;stuff;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;LHYV6417356;"2023-09-29 15:23:00";"2023-10-05 13:46:00";"40ft (feu)";full;dry;"seal, stuff";"ws ts";middle;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QWJZ9695961;"2023-09-20 19:04:00";"2023-10-05 06:22:00";"40ft (feu)";empty;"dry, hazardous";seal;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AAID2825147;"2023-09-28 05:53:00";"2023-10-05 08:09:00";"40ft (feu)";full;dry;stuff;export;middle;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;ZZHT5851817;"2023-09-23 07:53:00";"2023-10-05 04:13:00";"40ft (feu)";full;dry;"seal, customs";export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;AXIU4895111;"2023-10-03 21:42:00";"2023-10-05 12:52:00";"40ft (feu)";full;reefer;"seal, customs, strip, stuff";export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;OLTA8737566;"2023-09-28 06:29:00";"2023-10-05 11:01:00";"20ft (teu)";full;dry;washing;export;light;Rail;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;HCPT8952677;"2023-09-21 13:02:00";"2023-10-05 18:18:00";"20ft (teu)";empty;dry;;"ws ts";middle;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;XLCR5547762;"2023-09-26 15:14:00";"2023-10-05 09:09:00";"40ft (feu)";full;dry;strip;export;light;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;KEUZ9274567;"2023-10-04 20:41:00";"2023-10-05 18:26:00";"40ft (feu)";full;"dry, reefer";"strip, stuff";"ws ts";light;Deepsea;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;QIBW2113154;"2023-09-25 20:54:00";"2023-10-05 10:20:00";"20ft (teu)";empty;dry;customs;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;YZGQ1347826;"2023-09-27 18:58:00";"2023-10-05 10:44:00";"40ft (feu)";full;"dry, hazardous";;export;middle;Truck;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
Advanced;SEZW7915963;"2023-10-01 20:49:00";"2023-10-05 14:00:00";"40ft (feu)";full;dry;;"ws ts";light;Feeder;Deepsea;;"Jana DUS";;ABC;;XLM;;;;;;;;;
